3.81E-03,2.22E-13,2.8,-0.004,-2
3.82E-03,2.22E-13,2,-0.004,-2
3.83E-03,20,3.6,-0.004,2
3.84E-03,20,2.8,-0.004,-2
3.85E-03,40,2.8,-0.012,-2
3.86E-03,2.22E-13,2,-0.004,-2
3.87E-03,40,2,-0.012,-2
3.88E-03,2.22E-13,2,0.004,-2
3.89E-03,20,3.6,-0.004,2
3.90E-03,20,2.8,-0.012,-2
3.91E-03,60,3.6,-0.012,-2
3.92E-03,40,3.6,0.004,2
3.93E-03,20,2,-0.004,-2
3.94E-03,20,3.6,-0.012,-2
3.95E-03,40,3.6,0.004,-2
3.96E-03,2.22E-13,3.6,0.004,-2
3.97E-03,20,3.6,-0.012,2
3.98E-03,2.22E-13,2.8,-0.004,-2
3.99E-03,40,2.8,-0.012,-2
4.00E-03,20,2.8,-0.004,-2
4.01E-03,40,2,0.004,-2
4.02E-03,40,2.8,-0.004,-2
4.03E-03,20,2,0.004,-2
4.04E-03,40,2.8,-0.004,-2
4.05E-03,40,2.8,-0.004,-6
4.06E-03,40,2.8,-0.004,2
4.07E-03,40,2.8,-0.004,-2
4.08E-03,40,2.8,-0.004,-2
4.09E-03,40,2.8,-0.012,2
4.10E-03,40,2.8,-0.004,-2
4.11E-03,40,2.8,-0.004,-2
4.12E-03,40,2.8,-0.012,-6
4.13E-03,40,2.8,-0.012,-2
4.14E-03,40,2.8,0.004,-6
4.15E-03,40,3.6,0.004,-2
4.16E-03,60,3.6,-0.012,-2
4.17E-03,60,2,-0.004,2
4.18E-03,60,2.8,-0.004,-6
4.19E-03,60,2.8,0.004,2
4.20E-03,60,2.8,-0.004,2
4.21E-03,60,3.6,-0.004,-2
4.22E-03,40,2.8,-0.012,2
4.23E-03,60,2,-0.004,-2
4.24E-03,40,2,-0.004,2
4.25E-03,60,2.8,-0.004,2
4.26E-03,40,2,-0.012,-2
4.27E-03,60,3.6,-0.004,2
4.28E-03,20,2.8,-0.012,-2
4.29E-03,40,3.6,-0.004,2
4.30E-03,40,3.6,-0.012,-6
4.31E-03,40,3.6,-0.004,-2
4.32E-03,40,2,-0.004,2
4.33E-03,60,2.8,-0.012,-2
4.34E-03,20,3.6,-0.004,-2
4.35E-03,20,3.6,0.004,-2
4.36E-03,2.22E-13,3.6,-0.004,2
4.37E-03,40,2,-0.004,-2
4.38E-03,2.22E-13,2.8,0.004,-2
4.39E-03,60,3.6,0.004,-2
4.40E-03,20,2.8,-0.012,-2
4.41E-03,20,2.8,0.004,-2
4.42E-03,20,2,-0.004,-2
4.43E-03,2.22E-13,2.8,-0.004,-2
4.44E-03,2.22E-13,2,0.004,-2
4.45E-03,20,2,-0.004,-2
4.46E-03,40,2.8,-0.004,-6
4.47E-03,20,3.6,-0.004,-2
4.48E-03,20,2.8,0.004,-2
4.49E-03,2.22E-13,2,-0.004,-2
4.50E-03,40,2.8,-0.004,2
4.51E-03,40,2,-0.012,-2
4.52E-03,20,4.4,-0.004,-10
4.53E-03,20,2.8,-0.012,-6
4.54E-03,2.22E-13,3.6,-0.004,2
4.55E-03,2.22E-13,3.6,-0.004,-2
4.56E-03,2.22E-13,2.8,-0.004,-6
4.57E-03,40,2.8,-0.004,-2
4.58E-03,2.22E-13,3.6,0.004,-2
4.59E-03,40,3.6,-0.012,-2
4.60E-03,20,3.6,-0.004,-2
4.61E-03,20,2,-0.004,-2
4.62E-03,2.22E-13,2.8,-0.004,-2
4.63E-03,20,2,-0.004,-2
4.64E-03,-20,3.6,-0.004,-2
4.65E-03,40,3.6,-0.012,-2
4.66E-03,2.22E-13,2,-0.004,-2
4.67E-03,20,2.8,-0.004,-2
4.68E-03,40,3.6,-0.012,-2
4.69E-03,40,3.6,-0.012,-6
4.70E-03,40,2.8,-0.012,2
4.71E-03,20,2.8,-0.004,-6
4.72E-03,2.22E-13,2.8,-0.004,-2
4.73E-03,2.22E-13,2.8,-0.012,-2
4.74E-03,20,2.8,-0.004,-6
4.75E-03,2.22E-13,2.8,-0.004,-2
4.76E-03,2.22E-13,2.8,-0.004,-6
4.77E-03,40,2,0.004,2
4.78E-03,40,2.8,-0.012,-6
4.79E-03,40,2.8,-0.004,-6
4.80E-03,60,3.6,-0.012,-2
4.81E-03,40,2.8,-0.004,-2
4.82E-03,40,2.8,-0.004,-2
4.83E-03,40,3.6,-0.004,-2
4.84E-03,40,2,-0.004,-2
4.85E-03,40,3.6,-0.004,-2
4.86E-03,40,2.8,-0.012,-6
4.87E-03,60,3.6,-0.012,-2
4.88E-03,40,2.8,-0.004,-2
4.89E-03,40,3.6,-0.004,-2
4.90E-03,60,3.6,-0.012,2
4.91E-03,40,2.8,-0.004,2
4.92E-03,60,2.8,-0.004,2
4.93E-03,60,2,-0.012,-2
4.94E-03,60,2.8,-0.004,2
4.95E-03,60,3.6,-0.004,-2
4.96E-03,40,2.8,-0.004,-2
4.97E-03,40,1.2,-0.012,-6
4.98E-03,20,3.6,-0.004,-6
4.99E-03,40,2,-0.004,-2
5.00E-03,60,2.8,-0.004,-2
5.01E-03,40,2.8,-0.012,2
5.02E-03,60,2,0.004,-2
5.03E-03,20,2.8,-0.012,-2
5.04E-03,2.22E-13,3.6,0.004,-2
5.05E-03,20,2,-0.004,-2
5.06E-03,2.22E-13,2.8,-0.004,-6
5.07E-03,20,2.8,-0.004,-2
5.08E-03,2.22E-13,2.8,-0.004,-2
5.09E-03,2.22E-13,2.8,-0.004,-2
5.10E-03,40,2,-0.012,-2
5.11E-03,20,2.8,-0.004,-2
5.12E-03,20,2.8,-0.004,-2
5.13E-03,20,3.6,-0.012,-2
5.14E-03,20,2,-0.004,-6
5.15E-03,20,2,-0.012,-6
5.16E-03,20,3.6,-0.004,-2
5.17E-03,40,2.8,-0.012,-2
5.18E-03,20,2,-0.004,-2
5.19E-03,20,2.8,-0.004,-6
5.20E-03,40,3.6,0.004,-2
5.21E-03,40,3.6,-0.012,-2
5.22E-03,2.22E-13,2.8,-0.004,-2
5.23E-03,20,2.8,0.004,2
5.24E-03,20,2.8,-0.012,-2
5.25E-03,20,2.8,-0.004,2
5.26E-03,20,2,-0.012,2
5.27E-03,2.22E-13,2.8,-0.004,2
5.28E-03,20,2,-0.012,-2
5.29E-03,2.22E-13,2.8,-0.004,-2
5.30E-03,2.22E-13,2.8,-0.004,-2
5.31E-03,2.22E-13,2,-0.004,-2
5.32E-03,20,3.6,-0.004,-2
5.33E-03,40,2,-0.004,-6
5.34E-03,2.22E-13,2.8,-0.004,-2
5.35E-03,2.22E-13,2.8,-0.004,-6
5.36E-03,20,2,-0.012,-2
5.37E-03,20,3.6,-0.004,-2
5.38E-03,20,3.6,-0.012,-2
5.39E-03,20,2.8,-0.004,-2
5.40E-03,40,2.8,0.004,-2
5.41E-03,40,3.6,-0.012,2
5.42E-03,60,2.8,-0.012,-2
5.43E-03,20,2.8,-0.004,-2
5.44E-03,40,2,-0.012,-6
5.45E-03,40,2.8,-0.004,-2
5.46E-03,20,3.6,-0.012,-2
5.47E-03,40,3.6,-0.012,2
5.48E-03,40,3.6,-0.004,-6
5.49E-03,40,3.6,-0.004,-2
5.50E-03,2.22E-13,2.8,-0.004,-2
5.51E-03,20,2.8,-0.004,-2
5.52E-03,60,3.6,-0.004,-2
5.53E-03,40,2.8,-0.004,2
5.54E-03,20,2,-0.012,-2
5.55E-03,40,3.6,-0.004,2
5.56E-03,20,2.8,-0.012,-2
5.57E-03,20,2.8,-0.004,-2
5.58E-03,20,2.8,-0.004,-6
5.59E-03,40,2.8,-0.012,-2
5.60E-03,40,2.8,-0.004,-2
5.61E-03,40,3.6,-0.004,-2
5.62E-03,80,3.6,-0.004,-2
5.63E-03,20,2.8,-0.012,2
5.64E-03,60,2.8,0.004,2
5.65E-03,60,3.6,-0.004,2
5.66E-03,40,2.8,-0.004,-6
5.67E-03,40,3.6,-0.012,-6
5.68E-03,80,3.6,-0.004,-2
5.69E-03,40,2.8,-0.012,2
5.70E-03,40,2.8,-0.012,2
5.71E-03,40,2.8,-0.004,-2
5.72E-03,40,2,-0.004,-2
5.73E-03,80,2,-0.012,-2
5.74E-03,40,2,-0.004,2
5.75E-03,60,2.8,-0.004,-6
5.76E-03,60,2,-0.012,-2
5.77E-03,40,2,-0.012,-2
5.78E-03,40,2,-0.004,-2
5.79E-03,60,2.8,-0.004,2
5.80E-03,40,2,-0.004,-2
5.81E-03,40,2.8,-0.004,-2
5.82E-03,60,3.6,-0.004,2
5.83E-03,40,3.6,-0.004,-2
5.84E-03,20,2.8,0.004,-6
5.85E-03,40,2.8,-0.004,2
5.86E-03,40,2.8,-0.004,-2
5.87E-03,40,2.8,-0.004,-2
5.88E-03,40,3.6,-0.012,-2
5.89E-03,40,2,-0.004,2
5.90E-03,20,3.6,-0.004,-2
5.91E-03,40,3.6,-0.004,2
5.92E-03,40,2.8,-0.004,2
5.93E-03,20,3.6,0.004,-2
5.94E-03,40,2.8,-0.004,2
5.95E-03,40,2.8,-0.012,2
5.96E-03,40,3.6,-0.004,-2
5.97E-03,40,3.6,-0.004,-6
5.98E-03,40,2,-0.012,-2
5.99E-03,20,3.6,-0.004,-6
6.00E-03,2.22E-13,2.8,0.004,-2
6.01E-03,40,3.6,0.004,2
6.02E-03,40,2.8,-0.004,-6
6.03E-03,40,2,0.004,-2
6.04E-03,20,2.8,0.004,-6
6.05E-03,40,2.8,-0.012,-2
6.06E-03,40,2.8,-0.004,2
6.07E-03,2.22E-13,3.6,0.004,-2
6.08E-03,20,2,-0.004,-6
6.09E-03,2.22E-13,3.6,-0.012,-2
6.10E-03,2.22E-13,2.8,-0.004,-2
6.11E-03,2.22E-13,3.6,0.004,2
6.12E-03,40,2.8,0.004,-2
6.13E-03,40,3.6,0.004,-2
6.14E-03,20,2.8,0.004,-2
6.15E-03,40,2,-0.004,-2
6.16E-03,40,3.6,-0.012,-2
6.17E-03,20,2,-0.004,-6
6.18E-03,40,3.6,-0.012,-2
6.19E-03,40,2,0.004,-6
6.20E-03,20,2.8,-0.012,-6
6.21E-03,40,2,0.004,-2
6.22E-03,40,2,0.004,2
6.23E-03,40,2,-0.004,-2
6.24E-03,40,2.8,0.004,-6
6.25E-03,40,2,-0.004,-2
6.26E-03,20,3.6,-0.004,-2
6.27E-03,40,2.8,-0.012,-2
6.28E-03,40,2,-0.012,-2
6.29E-03,60,2.8,-0.012,-2
6.30E-03,40,2.8,0.004,-2
6.31E-03,60,2.8,0.004,-2
6.32E-03,20,3.6,-0.012,-6
6.33E-03,40,2,-0.004,-2
6.34E-03,40,3.6,-0.004,-2
6.35E-03,40,2,0.004,2
6.36E-03,60,3.6,-0.012,-2
6.37E-03,80,3.6,0.004,-2
6.38E-03,60,2.8,-0.004,2
6.39E-03,80,2.8,-0.004,-6
6.40E-03,40,2,-0.004,-2
6.41E-03,60,2.8,-0.004,-6
6.42E-03,60,3.6,-0.004,-2
6.43E-03,60,3.6,-0.004,-2
6.44E-03,40,2,-0.004,-2
6.45E-03,60,2.8,-0.004,-2
6.46E-03,40,3.6,-0.004,-2
6.47E-03,40,3.6,-0.004,-2
6.48E-03,60,2.8,-0.004,-2
6.49E-03,40,2.8,-0.004,-2
6.50E-03,40,3.6,0.004,2
6.51E-03,40,2.8,-0.004,-2
6.52E-03,40,2,-0.004,-2
6.53E-03,60,2.8,-0.004,-6
6.54E-03,40,2,-0.004,-2
6.55E-03,40,2.8,-0.012,-6
6.56E-03,40,2.8,-0.004,-6
6.57E-03,60,2.8,-0.004,-2
6.58E-03,40,3.6,0.004,-2
6.59E-03,80,2.8,-0.004,-6
6.60E-03,40,2,-0.004,2
6.61E-03,40,3.6,-0.004,-2
6.62E-03,40,2.8,-0.004,-2
6.63E-03,40,2,-0.004,-2
6.64E-03,40,2.8,-0.012,-2
6.65E-03,60,2.8,-0.004,-2
6.66E-03,40,2.8,-0.004,-2
6.67E-03,40,3.6,-0.004,-2
6.68E-03,40,2.8,-0.004,-2
6.69E-03,40,3.6,-0.004,-2
6.70E-03,40,2,-0.004,2
6.71E-03,20,3.6,-0.004,-2
6.72E-03,20,2.8,0.004,-2
6.73E-03,2.22E-13,2.8,-0.004,-6
6.74E-03,2.22E-13,3.6,0.004,-2
6.75E-03,40,2.8,-0.012,-2
6.76E-03,40,2.8,-0.004,-2
6.77E-03,20,2.8,-0.012,-2
6.78E-03,40,3.6,-0.004,2
